Student_ID,Name,Father_Name,Mother_Name,Age,Gender,Class,Section,Roll_Number,City,State,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Screen_Time_Hours,Internet_Access,Owns_Smartphone,Tuition,Family_Income_Level,Parents_Education,Number_of_Siblings,Favourite_Subject,Least_Favourite_Subject,Favourite_Game,Favourite_Food,Food_Type,Career_Goal,Transportation_Mode,Skill_1,Skill_2,Participation_Activity,Sports_Participation,Library_Visits_Per_Month,Assignments_Completed,Projects_Completed,Homework_Submission_Rate,Discipline_Record,Stress_Level,Mental_Wellbeing_Score,Peer_Interaction_Score,Teacher_Feedback,Maths_Marks,Science_Marks,English_Marks,Hindi_Marks,Social_Science_Marks,Computer_Marks,Overall_Percentage,Result,Performance_Level
STU12398,Kimaya Rau,Charvi Dutt,Mishti Kant,13.0,,,,4.0,,Telangana,67.3,3.4,5.1,4.1,No,Yes,No,High,Post Graduate,4.0,Maths,Science,Volleyball,Biryani,Vegan,,Auto,Video Editing,Critical Thinking,Dance,Yes,9.0,11.0,5.0,47.43,Average,Low,10.0,5.0,Excellent,40.0,94.0,65.0,65.0,41.0,62.0,61.17,Pass,
,Aaina Issac,Stuvan Borah,Devansh Barman,8.0,Male,4th,D,8.0,Mumbai,Madhya Pradesh,64.63,4.8,6.2,8.4,No,Yes,No,Low,Post Graduate,5.0,English,Hindi,Basketball,,Non-Vegetarian,IAS,Private Vehicle,Python,Leadership,,Yes,7.0,14.0,10.0,55.72,Good,Low,2.0,,Good,93.0,67.0,65.0,45.0,65.0,81.0,69.33,,Average
STU12400,Bhamini Dhawan,Nitya Srinivasan,Shaan Dara,6.0,,3rd,A,53.0,Pune,Gujarat,55.93,,,8.0,No,Yes,No,Medium,Graduate,4.0,,Science,Badminton,,Non-Vegetarian,Doctor,Private Vehicle,Public Speaking,Public Speaking,Coding Club,Yes,0.0,10.0,11.0,43.64,Average,High,10.0,,Excellent,68.0,99.0,82.0,,38.0,76.0,73.33,Pass,Good
STU12401,Bhavin Bhattacharyya,Mohanlal Dube,Ela Arya,18.0,Male,6th,B,30.0,Lucknow,Telangana,65.69,5.5,5.9,2.4,Yes,Yes,No,Low,Graduate,0.0,Social Science,Maths,Athletics,Pasta,Vegan,Doctor,Cycle,Problem Solving,,Quiz Competition,Yes,18.0,24.0,0.0,98.11,Average,Low,7.0,9.0,Average,98.0,85.0,96.0,96.0,58.0,65.0,83.0,Pass,Good
STU12402,Shaan Dyal,Dharmajan Bera,,18.0,Male,1st,B,24.0,,Gujarat,63.98,7.2,6.7,3.9,No,No,,Low,Post Graduate,0.0,English,English,Hockey,Pizza,Vegetarian,,Cycle,Python,Graphic Design,Art Club,Yes,14.0,16.0,9.0,57.44,,Medium,4.0,2.0,Average,77.0,46.0,96.0,98.0,62.0,79.0,76.33,Pass,Good
STU12403,,Mannat Venkatesh,,14.0,Female,7th,B,32.0,Patna,Maharashtra,70.92,4.2,6.4,8.1,,No,Yes,Medium,Secondary,3.0,Maths,Computer,Cricket,Dosa,Vegetarian,Engineer,Auto,Critical Thinking,Communication,Music,No,17.0,21.0,8.0,76.16,Good,Medium,10.0,,Excellent,77.0,79.0,59.0,73.0,74.0,89.0,,Pass,
STU12404,Vanya Kamdar,Baiju Kapadia,Indrans Kant,8.0,Female,11th,B,43.0,Hyderabad,Madhya Pradesh,,4.1,7.8,6.1,Yes,Yes,Yes,High,Secondary,1.0,English,Science,Athletics,Pasta,Non-Vegetarian,Business,Bus,Problem Solving,Video Editing,Dance,Yes,,13.0,6.0,53.1,Poor,Medium,8.0,1.0,Excellent,100.0,57.0,43.0,74.0,55.0,93.0,70.33,Pass,Good
STU12405,Lavanya Chaudhari,Amira Kumer,Anika Babu,15.0,Female,5th,A,16.0,Mumbai,Telangana,52.31,7.0,,4.0,No,No,,High,Graduate,5.0,Social Science,Science,Cricket,Paneer,,Artist,,Public Speaking,Communication,Debate Club,No,20.0,7.0,5.0,40.54,Good,Medium,9.0,3.0,Needs Improvement,79.0,71.0,61.0,85.0,44.0,98.0,73.0,Pass,Good
STU12406,Zoya Rege,Himmat Dasgupta,Lakshay Datta,11.0,Female,3rd,B,10.0,,Rajasthan,,3.1,7.0,7.5,Yes,Yes,No,High,Post Graduate,3.0,Computer,Maths,Volleyball,Pasta,Non-Vegetarian,Business,,Python,Communication,Quiz Competition,No,1.0,13.0,10.0,66.62,Good,Low,8.0,3.0,Excellent,61.0,51.0,85.0,51.0,83.0,97.0,,Pass,Good
STU12407,Inaaya  Ramanathan,Yuvaan Vaidya,Advik Bali,18.0,Male,10th,B,55.0,,Telangana,75.19,5.2,8.2,2.0,No,,Yes,High,,4.0,Computer,Maths,,Pasta,Non-Vegetarian,Athlete,,Public Speaking,Critical Thinking,Coding Club,Yes,19.0,15.0,7.0,78.0,Poor,Medium,9.0,4.0,Needs Improvement,61.0,73.0,67.0,94.0,,59.0,69.0,Pass,Average
STU12408,Rhea Kant,Zaina Jha,,13.0,Female,8th,C,21.0,Jaipur,Maharashtra,66.29,3.3,7.0,6.3,No,No,No,Low,Graduate,4.0,Maths,Hindi,,Pasta,Non-Vegetarian,Scientist,Private Vehicle,Teamwork,Critical Thinking,Quiz Competition,No,4.0,12.0,9.0,90.77,Poor,Low,5.0,,Excellent,73.0,89.0,61.0,68.0,95.0,96.0,80.33,Pass,Good
STU12409,Farhan Singh,Madhav Vora,Rati Borde,,Male,2nd,B,45.0,Patna,Gujarat,,4.6,9.5,4.9,No,Yes,No,Medium,Post Graduate,0.0,Science,English,Kabaddi,Pizza,Vegetarian,Teacher,Cycle,Problem Solving,Teamwork,Drama,Yes,18.0,14.0,,57.65,,Medium,10.0,1.0,Needs Improvement,83.0,75.0,61.0,49.0,35.0,97.0,66.67,,Average
STU12410,Shanaya Thakkar,Saanvi Bobal,Raghav Sabharwal,15.0,Female,7th,,51.0,Lucknow,Telangana,92.48,1.9,8.7,,Yes,No,No,Medium,Graduate,5.0,Computer,Science,Athletics,Pasta,Non-Vegetarian,Engineer,,Leadership,Critical Thinking,Music,Yes,15.0,8.0,12.0,41.07,,Medium,6.0,10.0,Average,75.0,85.0,73.0,70.0,92.0,35.0,71.67,Fail,Good
,Shamik Dani,Samarth Raju,Nayantara Magar,10.0,Female,5th,A,45.0,Bhopal,Uttar Pradesh,83.75,5.1,8.7,4.9,Yes,No,Yes,High,Secondary,3.0,Maths,,Kabaddi,Pasta,Vegan,Teacher,Auto,Teamwork,,Sports Club,,18.0,5.0,9.0,55.62,Poor,Medium,8.0,5.0,Excellent,80.0,46.0,51.0,59.0,41.0,67.0,57.33,Fail,Average
STU12412,Samiha Rastogi,Kiara Kalla,Ehsaan Khatri,18.0,,6th,D,25.0,Mumbai,Gujarat,91.37,6.9,7.5,2.0,Yes,Yes,No,Medium,Secondary,5.0,Computer,Science,Basketball,Paneer,Vegetarian,Scientist,Private Vehicle,Problem Solving,Problem Solving,,Yes,19.0,25.0,7.0,78.18,,Medium,8.0,,Good,74.0,56.0,80.0,60.0,38.0,100.0,68.0,Pass,Average
STU12413,Riaan Kohli,Pranay Sankaran,Mohanlal Gola,8.0,Male,4th,C,57.0,Patna,Telangana,88.59,2.3,9.1,1.3,,Yes,No,Low,Primary,1.0,Maths,Computer,Tennis,Burger,Vegetarian,Teacher,Bus,Graphic Design,Creativity,NCC,Yes,2.0,,3.0,63.7,Poor,High,5.0,,Average,,94.0,,90.0,92.0,91.0,85.17,Fail,Excellent
STU12414,Charvi Cherian,Misha Chacko,Seher Subramanian,13.0,Male,3rd,A,50.0,Patna,,60.63,7.0,7.7,3.7,Yes,No,No,Low,Post Graduate,4.0,Science,English,,Burger,Vegetarian,,Walking,Graphic Design,Leadership,Coding Club,No,10.0,16.0,6.0,97.77,Average,Medium,5.0,2.0,Excellent,84.0,52.0,49.0,40.0,38.0,71.0,,Pass,Average
STU12415,Ivana Malhotra,Madhav Kumer,Anika Comar,8.0,Female,1st,D,5.0,Patna,Maharashtra,,2.7,5.2,8.4,Yes,Yes,Yes,Low,Post Graduate,1.0,,Social Science,Badminton,Burger,Non-Vegetarian,IAS,Cycle,Graphic Design,,Coding Club,Yes,1.0,8.0,6.0,79.8,Poor,Medium,3.0,3.0,Good,83.0,99.0,67.0,42.0,,80.0,73.83,Fail,Good
STU12416,Riaan Bhat,Mamooty Varghese,Kavya Mani,14.0,Male,2nd,C,44.0,Hyderabad,Gujarat,66.34,3.7,,5.9,Yes,No,No,Low,Secondary,,Maths,Science,Cricket,Paneer,Non-Vegetarian,Business,Bus,Teamwork,Graphic Design,Science Fair,No,11.0,3.0,6.0,42.09,Poor,Medium,3.0,1.0,,92.0,46.0,74.0,80.0,61.0,100.0,75.5,Fail,Good
STU12417,Aniruddh Srinivasan,Kartik Singh,Zeeshan Randhawa,8.0,Female,4th,B,47.0,Mumbai,Gujarat,93.24,4.8,5.2,9.3,Yes,Yes,Yes,,Post Graduate,0.0,Maths,Science,Badminton,Pasta,,,Cycle,Critical Thinking,Critical Thinking,Debate Club,No,5.0,,7.0,,Average,Low,4.0,6.0,Good,70.0,65.0,79.0,45.0,49.0,41.0,58.17,Fail,Average
,Indranil Toor,Keya Sehgal,Vaibhav Seth,13.0,Male,7th,B,41.0,Jaipur,Maharashtra,87.91,5.6,7.7,1.3,Yes,No,No,Medium,Primary,0.0,Social Science,English,Athletics,Pasta,Vegan,Doctor,Auto,,Communication,Art Club,Yes,4.0,14.0,5.0,57.85,Average,High,9.0,4.0,Average,58.0,54.0,,,61.0,96.0,65.83,Pass,Average
STU12419,Dharmajan Iyengar,Rhea Ravel,Mohanlal Suresh,,Female,7th,A,31.0,Jaipur,Maharashtra,55.75,,,3.6,No,No,Yes,Medium,Primary,4.0,Maths,,Kabaddi,Pasta,,Engineer,Auto,Critical Thinking,Graphic Design,Quiz Competition,Yes,17.0,16.0,11.0,66.88,Average,High,7.0,6.0,Excellent,75.0,88.0,99.0,48.0,89.0,73.0,78.67,Fail,Good
STU12420,Vihaan Sur,Purab Krishnan,Devansh Seshadri,14.0,Female,9th,A,25.0,Patna,,83.32,2.3,,8.8,No,Yes,No,Medium,,,Science,Maths,Cricket,Pizza,Vegan,Artist,Cycle,Problem Solving,Leadership,NCC,No,18.0,15.0,8.0,53.23,Average,High,4.0,1.0,Good,78.0,89.0,56.0,52.0,76.0,51.0,67.0,Pass,Average
STU12421,Krish Choudhry,Parinaaz Vyas,,13.0,,12th,A,31.0,Ahmedabad,Madhya Pradesh,82.31,6.0,10.0,,Yes,No,No,High,Primary,2.0,Science,Maths,Cricket,Biryani,Vegetarian,Engineer,Cycle,Communication,Teamwork,NCC,Yes,,24.0,7.0,75.08,Good,Low,5.0,10.0,Average,83.0,87.0,51.0,68.0,52.0,62.0,67.17,Pass,Average
STU12422,Samar Gopal,Tejas Tata,,12.0,Female,8th,D,58.0,Jaipur,Maharashtra,97.5,4.5,,9.4,Yes,Yes,Yes,Medium,Primary,0.0,Science,Social Science,Cricket,Biryani,Vegan,Athlete,Walking,Communication,Communication,Drama,Yes,18.0,,8.0,53.25,Poor,Low,9.0,1.0,Excellent,100.0,71.0,58.0,45.0,81.0,73.0,71.33,Fail,Good
STU12423,Rania Vaidya,Hansh Baria,Mannat Chad,9.0,Female,3rd,A,40.0,Jaipur,Uttar Pradesh,,6.2,8.6,4.6,No,Yes,Yes,Low,Graduate,2.0,English,Maths,Athletics,Paneer,Vegetarian,Artist,Auto,Teamwork,Critical Thinking,Sports Club,Yes,5.0,18.0,6.0,58.12,Good,Medium,9.0,,,80.0,,75.0,95.0,64.0,,71.83,Pass,Good
,Devansh Comar,Adira Sarraf,,,Male,11th,C,16.0,,Rajasthan,67.85,1.5,6.5,7.9,Yes,Yes,No,Low,Secondary,2.0,Computer,Hindi,Volleyball,Paneer,Vegetarian,,Auto,Public Speaking,Critical Thinking,NCC,Yes,12.0,9.0,3.0,60.47,,Low,2.0,3.0,Needs Improvement,86.0,72.0,82.0,70.0,38.0,43.0,65.17,,Average
STU12425,Gokul Bhatt,Ranbir Batra,Yuvraj  Ghosh,12.0,Female,4th,B,17.0,Jaipur,Maharashtra,80.11,7.0,7.9,7.4,Yes,Yes,Yes,Low,Post Graduate,0.0,,Maths,,Paneer,Non-Vegetarian,Athlete,Bus,Critical Thinking,Video Editing,Sports Club,Yes,3.0,20.0,2.0,80.25,Average,Medium,8.0,2.0,Good,83.0,51.0,95.0,68.0,88.0,74.0,76.5,Pass,Good
STU12426,Prerak Sani,Mishti Gole,Rati Ravel,,Male,10th,B,38.0,Mumbai,Uttar Pradesh,91.68,6.6,10.0,3.5,Yes,No,Yes,,Post Graduate,1.0,Science,Computer,Hockey,Paneer,Vegan,Artist,,Creativity,Teamwork,Quiz Competition,,12.0,,11.0,71.83,Average,Low,1.0,8.0,Excellent,92.0,35.0,92.0,43.0,71.0,90.0,70.5,Pass,
STU12427,Vedika Tella,Neelofar Sinha,Ivan Bala,13.0,Male,8th,D,18.0,Lucknow,Gujarat,64.39,6.2,9.7,5.6,Yes,,Yes,Low,Graduate,5.0,Maths,Social Science,Athletics,Burger,Non-Vegetarian,Scientist,Auto,Teamwork,,Coding Club,Yes,8.0,8.0,11.0,48.75,Good,Medium,10.0,9.0,Needs Improvement,64.0,81.0,52.0,66.0,99.0,45.0,67.83,Pass,Average
,,Raunak Bawa,Vihaan Bhatia,11.0,Male,11th,B,23.0,Indore,Madhya Pradesh,94.09,1.4,4.8,2.0,Yes,Yes,Yes,Medium,,2.0,Computer,Science,Volleyball,Dosa,,Doctor,,Creativity,Video Editing,Dance,,9.0,15.0,7.0,57.25,Average,,10.0,8.0,,81.0,,71.0,48.0,39.0,40.0,57.33,Pass,Average
STU12429,Trisha Khosla,Akarsh Barman,Kaira Dube,13.0,Male,6th,B,22.0,Ahmedabad,Madhya Pradesh,73.03,5.0,6.2,5.5,No,No,Yes,Low,,4.0,Hindi,,Basketball,,Non-Vegetarian,Engineer,Private Vehicle,Critical Thinking,Critical Thinking,NCC,Yes,7.0,11.0,,71.3,Average,High,8.0,,Good,86.0,73.0,60.0,90.0,83.0,89.0,80.17,Pass,
STU12430,,,Ivana Sankar,16.0,,4th,D,36.0,Lucknow,Maharashtra,56.6,7.1,8.1,8.0,Yes,Yes,No,Medium,Secondary,1.0,Hindi,Hindi,,,,Teacher,Auto,Teamwork,Video Editing,Quiz Competition,No,4.0,21.0,8.0,96.62,Average,High,4.0,2.0,Good,98.0,39.0,89.0,82.0,44.0,83.0,72.5,Fail,Good
STU12431,Zara Lala,,Shamik Deol,6.0,Male,7th,A,33.0,Mumbai,Gujarat,91.77,5.4,7.2,8.2,No,No,No,High,Secondary,1.0,Science,Maths,Chess,Pizza,Vegetarian,Athlete,Cycle,Python,Graphic Design,Music,No,10.0,23.0,11.0,55.06,Good,High,5.0,10.0,Needs Improvement,89.0,50.0,60.0,86.0,41.0,49.0,62.5,Pass,Average
STU12432,,Anvi Lall,Yakshit Bains,6.0,Female,6th,D,21.0,Mumbai,Telangana,65.54,7.2,5.1,1.4,No,No,,High,Primary,2.0,Hindi,Maths,Basketball,Pizza,Non-Vegetarian,Business,Bus,Leadership,Problem Solving,Music,Yes,12.0,10.0,,98.2,Good,Low,9.0,7.0,Excellent,53.0,40.0,91.0,54.0,90.0,94.0,70.33,Pass,Good
STU12433,Suhana Wadhwa,Stuvan Bhat,,7.0,Female,2nd,A,50.0,Lucknow,Rajasthan,82.49,,5.4,1.2,No,Yes,,Medium,Secondary,0.0,English,Computer,Football,Paneer,Vegetarian,Teacher,Auto,,Communication,Coding Club,No,12.0,6.0,7.0,95.97,Good,Medium,9.0,2.0,Average,,70.0,67.0,57.0,,93.0,72.17,Fail,Good
STU12434,Azad Edwin,Devansh Suresh,Yakshit Dara,6.0,Female,,D,25.0,Bhopal,Telangana,84.58,3.6,7.8,6.9,Yes,No,No,Medium,Post Graduate,0.0,Science,Social Science,Cricket,Burger,Vegan,Athlete,Bus,Critical Thinking,Public Speaking,Drama,Yes,17.0,25.0,11.0,62.53,Good,Low,,8.0,,68.0,91.0,65.0,50.0,67.0,80.0,,Pass,Good
STU12435,Aaina Goel,Nitya Seth,Shalv Subramaniam,11.0,Female,8th,D,11.0,,Rajasthan,,7.5,8.8,2.4,Yes,Yes,Yes,Medium,Primary,5.0,Social Science,Social Science,Athletics,Dosa,Vegan,Business,Bus,Problem Solving,Public Speaking,Art Club,No,,13.0,12.0,75.73,Average,High,4.0,10.0,Good,,94.0,73.0,50.0,49.0,75.0,68.67,Pass,Average
STU12436,Divyansh Rout,Kartik Kara,Yashvi Grewal,18.0,,3rd,,23.0,,,98.4,2.4,,7.9,No,Yes,Yes,Low,Graduate,4.0,Computer,Social Science,Chess,Burger,Non-Vegetarian,Teacher,Auto,Video Editing,Critical Thinking,Drama,No,5.0,11.0,9.0,,Poor,Medium,2.0,6.0,Excellent,54.0,,36.0,63.0,54.0,37.0,51.0,Pass,Average
STU12437,Jhanvi Batta,Amira Bassi,Umang Babu,18.0,Male,5th,B,13.0,Ahmedabad,Uttar Pradesh,62.45,4.2,4.2,2.1,,Yes,No,High,Graduate,2.0,Science,Science,Tennis,Pizza,Vegetarian,Athlete,Cycle,Leadership,Graphic Design,Debate Club,No,11.0,0.0,7.0,93.81,Good,Medium,,10.0,Excellent,95.0,93.0,89.0,84.0,39.0,85.0,80.83,Pass,Good
STU12438,,Vivaan Madan,Hrishita Venkatesh,,Male,12th,B,22.0,Pune,,74.26,6.1,5.6,6.6,No,,Yes,Low,Post Graduate,1.0,English,Maths,Kabaddi,Dosa,Vegetarian,Artist,Cycle,Problem Solving,Leadership,Drama,Yes,17.0,0.0,0.0,93.63,Good,Low,8.0,8.0,Average,88.0,68.0,76.0,64.0,58.0,90.0,74.0,Pass,Good
STU12439,Yashvi Soni,Jivin Basak,Tarini Balasubramanian,9.0,Female,11th,A,18.0,Mumbai,Telangana,52.62,6.9,6.3,9.3,No,No,Yes,Low,Secondary,2.0,Hindi,Computer,Kabaddi,Burger,Vegan,Doctor,Walking,Problem Solving,Video Editing,Drama,Yes,3.0,21.0,4.0,41.06,,Low,4.0,10.0,Needs Improvement,41.0,85.0,81.0,79.0,,,60.5,Pass,Average
STU12440,Dhruv Rout,Riaan Badami,Priyansh Som,,Male,5th,D,,Bhopal,Madhya Pradesh,,5.9,9.5,4.6,Yes,Yes,No,Medium,Primary,4.0,Science,Science,Volleyball,Biryani,Vegan,Scientist,Auto,Graphic Design,Graphic Design,Dance,Yes,10.0,4.0,4.0,51.68,Average,Low,6.0,10.0,Needs Improvement,50.0,55.0,84.0,99.0,,80.0,73.5,Pass,Good
,Ehsaan Hegde,Lakshay Barad,Anvi Som,13.0,Male,12th,B,29.0,Jaipur,Uttar Pradesh,55.87,7.6,6.5,3.4,No,No,Yes,High,Primary,4.0,Computer,Social Science,Chess,Burger,Non-Vegetarian,Artist,Cycle,Graphic Design,Critical Thinking,Sports Club,,5.0,0.0,1.0,89.32,Average,Medium,3.0,8.0,Average,64.0,93.0,81.0,59.0,91.0,89.0,79.5,Pass,Good
STU12442,Sahil Chokshi,Ryan Warrior,Jivika Ramachandran,12.0,Female,3rd,,,Mumbai,Telangana,81.96,4.4,7.4,,Yes,No,Yes,Low,Primary,1.0,Computer,English,Volleyball,Burger,Vegetarian,Scientist,Bus,Public Speaking,Creativity,Debate Club,Yes,16.0,8.0,3.0,46.19,,Medium,3.0,,,43.0,81.0,,88.0,76.0,68.0,75.5,Fail,Good
STU12443,Lakshit Ramaswamy,Anay Banerjee,Prerak Kala,10.0,Female,3rd,,22.0,Indore,Gujarat,87.19,1.6,7.3,2.3,No,Yes,Yes,High,Post Graduate,1.0,Social Science,Science,Volleyball,Pizza,Vegan,IAS,Walking,,Public Speaking,Science Fair,,4.0,22.0,6.0,57.94,Good,Medium,8.0,3.0,Excellent,70.0,,86.0,38.0,42.0,,55.33,Pass,Average
STU12444,Shlok Deshpande,Taimur Sood,Fateh Varty,18.0,Female,11th,D,19.0,Indore,Telangana,58.81,6.9,7.0,,No,Yes,Yes,Medium,Secondary,,,Maths,Volleyball,Paneer,Vegetarian,IAS,Cycle,Communication,Problem Solving,Music,Yes,20.0,3.0,5.0,88.32,Average,High,7.0,4.0,,49.0,85.0,35.0,63.0,100.0,96.0,71.33,,Good
STU12445,Neelofar Zachariah,Romil Choudhary,Aaryahi Kothari,,,7th,A,21.0,Patna,Maharashtra,83.1,3.4,8.9,5.5,,Yes,No,High,Primary,2.0,Maths,English,Tennis,Pasta,Non-Vegetarian,Athlete,Cycle,Problem Solving,Problem Solving,Music,No,11.0,23.0,4.0,88.29,Average,Low,1.0,2.0,Excellent,50.0,53.0,81.0,38.0,46.0,80.0,58.0,Pass,Average
STU12446,Rati Shankar,Ivana Korpal,Saanvi Ahuja,18.0,Female,9th,D,32.0,Pune,Rajasthan,53.71,6.8,7.1,4.9,No,Yes,Yes,High,Post Graduate,1.0,Computer,Hindi,Hockey,,,Athlete,Auto,,Creativity,Art Club,No,14.0,19.0,8.0,82.08,Poor,Low,9.0,8.0,Average,40.0,57.0,100.0,86.0,72.0,64.0,69.83,Pass,Average
STU12447,Arhaan Gaba,Kartik Kapoor,Yakshit Sekhon,14.0,Female,1st,A,9.0,Lucknow,Madhya Pradesh,70.04,4.3,7.9,8.7,No,Yes,Yes,Low,Post Graduate,2.0,,Maths,Cricket,,Vegan,Engineer,Auto,,Public Speaking,Music,Yes,6.0,5.0,1.0,93.86,Good,Low,3.0,4.0,Average,37.0,71.0,89.0,,77.0,83.0,65.5,Fail,Average
STU12448,Sana Krishnan,Adira Chaudhry,Divij Dar,10.0,Male,2nd,D,56.0,Mumbai,Maharashtra,65.95,1.0,8.5,5.4,Yes,No,Yes,,Primary,,Computer,Social Science,Badminton,Paneer,Vegetarian,Engineer,Walking,Video Editing,Teamwork,NCC,No,,22.0,8.0,48.4,Poor,Medium,,3.0,Good,59.0,57.0,47.0,56.0,99.0,64.0,63.67,Fail,Average
STU12449,Rati Karan,Emir Sandal,,8.0,Male,2nd,,24.0,Mumbai,Maharashtra,66.04,5.5,6.5,5.9,No,Yes,No,Medium,,2.0,Science,Maths,Volleyball,Paneer,Vegan,Engineer,Walking,Python,Critical Thinking,Art Club,No,3.0,,7.0,,Average,,10.0,,Average,77.0,72.0,87.0,87.0,89.0,77.0,81.5,Pass,Good
STU12450,Aradhya Mammen,Yasmin Ravel,Prisha Bawa,15.0,Male,12th,D,19.0,Indore,Maharashtra,57.97,3.4,7.6,,No,No,Yes,Low,Primary,0.0,English,Social Science,Cricket,Burger,Vegan,Teacher,,Teamwork,Video Editing,Dance,Yes,8.0,4.0,11.0,70.67,Poor,High,7.0,3.0,Good,44.0,46.0,72.0,98.0,75.0,,61.83,Fail,Average
STU12451,Sara Singhal,Zain Rattan,Elakshi Doshi,,Female,9th,B,22.0,Hyderabad,Madhya Pradesh,71.41,5.3,8.2,3.8,Yes,No,Yes,Medium,,2.0,Science,Hindi,Tennis,Pasta,,,,Video Editing,Video Editing,Debate Club,,10.0,8.0,10.0,99.69,Good,Medium,10.0,4.0,Needs Improvement,47.0,44.0,57.0,,40.0,37.0,45.83,Pass,Poor
STU12452,Jiya Chokshi,Mahika Ratta,Nirvaan Ratta,8.0,Male,7th,D,3.0,Jaipur,Uttar Pradesh,61.62,7.1,7.7,2.6,,Yes,Yes,High,Secondary,0.0,Maths,Computer,Football,Burger,,Artist,Private Vehicle,Graphic Design,Public Speaking,Music,Yes,17.0,22.0,10.0,99.1,Good,Medium,6.0,6.0,Good,67.0,81.0,46.0,82.0,82.0,39.0,66.17,Pass,Average
STU12453,Neelofar Sundaram,Arnav Mangal,Adira Setty,17.0,,1st,D,26.0,Lucknow,Rajasthan,91.4,6.1,5.0,8.1,No,No,No,Low,,,Social Science,,,Burger,Vegan,Artist,Private Vehicle,Communication,Problem Solving,,Yes,13.0,25.0,8.0,42.88,Good,,4.0,6.0,Average,67.0,67.0,48.0,68.0,92.0,62.0,67.33,Pass,Average
STU12454,Devansh Halder,Riaan Divan,Pihu Amble,9.0,Female,6th,A,29.0,Bhopal,Maharashtra,73.56,6.0,,7.4,Yes,No,No,High,Graduate,0.0,Computer,Social Science,,Pizza,Vegan,Business,Bus,Video Editing,Teamwork,,No,10.0,9.0,12.0,94.42,Average,Medium,5.0,2.0,Excellent,71.0,72.0,60.0,58.0,,66.0,68.33,Pass,Average
STU12455,Parinaaz Guha,Samaira Apte,Dhanuk Suri,18.0,Male,6th,C,58.0,Lucknow,Madhya Pradesh,50.48,4.0,4.7,6.1,No,No,No,Medium,Secondary,0.0,Hindi,Social Science,Badminton,Burger,,Business,Walking,Graphic Design,Video Editing,Science Fair,No,4.0,22.0,2.0,,Poor,Medium,3.0,2.0,Needs Improvement,77.0,43.0,81.0,98.0,94.0,95.0,81.33,Pass,Good
STU12456,Miraya Bhardwaj,Dhruv Yadav,Jiya Ravi,11.0,Female,4th,D,24.0,Bhopal,Uttar Pradesh,74.73,,4.8,1.8,No,No,No,Medium,Secondary,3.0,Maths,Computer,Tennis,Pizza,Non-Vegetarian,IAS,Private Vehicle,Public Speaking,,Sports Club,Yes,15.0,21.0,1.0,97.0,Good,Medium,8.0,9.0,Excellent,65.0,42.0,74.0,67.0,85.0,46.0,63.17,Fail,Average
STU12457,Lakshit Bhagat,Ishita Khatri,Diya Borra,,Female,4th,A,46.0,Bhopal,Rajasthan,97.42,3.9,6.5,1.5,No,Yes,No,Low,Graduate,,,Hindi,Kabaddi,,Vegetarian,,Bus,Python,Creativity,Quiz Competition,Yes,12.0,,,77.68,Poor,High,10.0,7.0,Average,100.0,57.0,75.0,56.0,49.0,99.0,72.67,Pass,Good
STU12458,,Aaryahi Vaidya,Devansh Garg,14.0,Male,1st,C,8.0,Bhopal,Uttar Pradesh,95.01,7.5,7.7,2.9,Yes,Yes,Yes,Low,Secondary,5.0,Science,Hindi,Cricket,Pasta,Non-Vegetarian,Artist,Cycle,Graphic Design,Video Editing,NCC,No,6.0,6.0,1.0,90.65,Average,High,9.0,5.0,Average,75.0,,42.0,89.0,69.0,57.0,67.5,Pass,Average
STU12459,Eshani Kothari,Anahita Gopal,Yuvaan Das,11.0,Female,,A,31.0,Pune,Rajasthan,55.63,2.4,4.1,4.9,Yes,Yes,Yes,Low,Primary,0.0,Maths,Maths,Hockey,Biryani,Vegan,Teacher,Walking,Python,Leadership,,No,16.0,21.0,10.0,93.58,Good,Low,4.0,1.0,Needs Improvement,69.0,64.0,79.0,84.0,83.0,37.0,69.33,Pass,Average
STU12460,Nitya Bains,Vedika Soman,Alia Deshmukh,8.0,Male,9th,D,59.0,Ahmedabad,Gujarat,95.48,1.1,6.2,1.8,No,No,No,Medium,Graduate,4.0,Science,Hindi,Chess,Pizza,Non-Vegetarian,Artist,Bus,Teamwork,Teamwork,Science Fair,Yes,8.0,13.0,1.0,97.24,Poor,Low,3.0,7.0,Good,98.0,94.0,85.0,58.0,53.0,69.0,76.17,Pass,Good
STU12461,Saanvi Varghese,,Devansh Devan,7.0,Male,8th,B,38.0,Lucknow,Rajasthan,86.29,,,6.2,Yes,,Yes,Medium,Primary,0.0,,Social Science,Badminton,Burger,Vegan,Teacher,Auto,Leadership,Python,Drama,Yes,7.0,19.0,6.0,58.97,Average,Medium,4.0,1.0,Average,94.0,100.0,,54.0,80.0,41.0,69.83,Pass,Average
STU12462,Jivin Subramaniam,,Prerak Rama,7.0,Female,,,23.0,Ahmedabad,Madhya Pradesh,96.9,5.0,5.6,8.8,No,No,Yes,,Primary,1.0,Hindi,Science,Volleyball,Pizza,Non-Vegetarian,Doctor,Cycle,Video Editing,Python,Coding Club,No,4.0,23.0,3.0,94.58,Good,Medium,,7.0,Needs Improvement,36.0,71.0,66.0,67.0,80.0,71.0,65.17,Pass,Average
